topic_id,doc_index,file_id,topic_weight,text_preview
0,2801,124-10273-10289_redacted_chunk_054,0.99987,ronald stachel et al victim summary punishment civil right reference evidence personally delivered fbi laboratory examination requested chicago specimen portion door listed specimen described laborato
0,2790,124-10273-10289_redacted_chunk_043,0.999867,right front entrance door piece produced contact near contact shot continued next roi fbi chicago report jlb federal bureau investigation washington sergeant daniel groth james january fbefile davis j
0,2800,124-10273-10289_redacted_chunk_053,0.999865,groth chicago polico officer fred hampton et al victim summary punishment civil right enclosed herewith two letterhead lim history black panther gun recovered state attorney fred hampton apartment dec
0,2802,124-10273-10289_redacted_chunk_055,0.994911,latent fingerprint file felfile jo latent case sac chicago sgt daniel groth james davis january john ciszewski edward carmody et al chicago illinois police officer fred hampton deceased mark clark dec
0,2803,124-10273-10289_redacted_chunk_056,0.972056,right corner book recovered along small piece steel white enameled surface steel fragment cupped manner suggest pellet recovered struck intervening object tearing steel fragment carrying found two boo
1,2262,124-10179-10217_multirif_chunk_002,0.968508,sobell trial conviction conspiracy commit espionage effort counteract propaganda spread communiste scott interviewed several picket demonstration march sponsored committee secure justice morton sobell
1,2269,124-10179-10219_multirif_chunk_002,0.968507,sobell trial conviction conspiracy commit espionage effort counteract propaganda spread communiste scott interviewed several picket demonstration march sponsored committee secure justice morton sobell
1,2295,124-10179-10221_multirif_chunk_002,0.968507,sobell trial conviction conspiracy commit espionage effort counteract propaganda spread communiste scott interviewed several picket demonstration march sponsored committee secure justice morton sobell
1,2099,104-10333-10001_chunk_001,0.960796,nevievi taa annd assassination board street floor washington dc assassination board honorable john tunheim chair experience release tion riformation state minnesota chief deputy attorney general state
1,2100,104-10333-10001_chunk_002,0.878041,director thoroughness undertaking expect consulted nominee staff position significant issue arise iii policy issue public statement oral written regarding assassination president kennedy public availa
2,1230,104-10194-10026_chunk_009,0.999764,affum statement true best knowledge belief subscribed sworn day month seal signaturej city state note oath taken notary public expiration commission shown instruction file form permaneat side employee
2,1848,104-10291-10019_chunk_002,0.999478,hundred dollar per year term condition contract remain full force effect please acknowledge signing space provided doc micro ser microfilmed united state government represented central intelligence ag
2,1836,104-10291-10013_chunk_008,0.999341,indebtedness portion thereof monies due term contract manner deems appropriate benefit virtue employment relationship government hereunder herein authorized coverage federal employee compensation amen
2,731,104-10173-10132_chunk_002,0.998793,post assignment alone authorized operational travel addition entitled storage household personal effect shipped conformance applicable government regulation entitled per diem lieu subsistence course t
2,729,104-10173-10130_chunk_002,0.997004,organization adjudication claim organization shall final conclusive offast emolument including bengfita kind received cover activity property government procedurally emolumenta offset amountɔ die yɔua
3,2681,124-10273-10008_multirif_chunk_001,0.999874,alan sentinella set ag senstudy represents writer recollection testimony given senate select committee ssc pursuant subpoena session commenced a.m. former room caroll arm hotel present senator robert 
3,2687,124-10273-10012_multirif_chunk_001,0.999874,alan sentinella set ag senstudy represents writer recollection testimony given senate select committee ssc pursuant subpoena session commenced a.m. former room caroll arm hotel present senator robert 
3,2693,124-10273-10014_multirif_chunk_001,0.999874,alan sentinella set ag senstudy represents writer recollection testimony given senate select committee ssc pursuant subpoena session commenced a.m. former room caroll arm hotel present senator robert 
3,2699,124-10273-10016_multirif_chunk_001,0.999874,alan sentinella set ag senstudy represents writer recollection testimony given senate select committee ssc pursuant subpoena session commenced a.m. former room caroll arm hotel present senator robert 
3,2705,124-10273-10018_multirif_chunk_001,0.999874,alan sentinella set ag senstudy represents writer recollection testimony given senate select committee ssc pursuant subpoena session commenced a.m. former room caroll arm hotel present senator robert 
4,696,104-10172-10111_chunk_001,0.99987,material reviewed cia headquarters house select committee assassination staff member file title/number/volume halperin maurice hyman vol iit inclusive custodial unit/location room deletion received th
4,697,104-10172-10111_chunk_002,0.999867,de francia estas cifras reflejan desde luego la actividades de la compañías de petróleo estadounidenses anglo-holandesas maurice halferin operan en venezuela pero dicen casi nada acerca de la economía
